arrival_date,modal_price
2025-04-28,10.36
2025-04-29,12.47
2025-04-30,14.55
2025-05-01,19.49
2025-05-02,22.32
2025-05-03,25.39
2025-05-04,27.43
2025-05-05,28.91
2025-05-06,34.08
2025-05-07,35.63
2025-05-08,35.94
2025-05-09,36.04
2025-05-10,35.92
2025-05-11,37.12
2025-05-12,33.68
2025-05-13,31.47
2025-05-14,28.46
2025-05-15,27.6
2025-05-16,23.94
2025-05-17,21.76
2025-05-18,18.22
2025-05-19,14.36
2025-05-20,12.66
2025-05-21,9.59
2025-05-22,9.02
2025-05-23,9.17
2025-05-24,6.5
2025-05-25,7.59
2025-05-26,6.72
2025-05-27,6.96
2025-05-28,11.88
2025-05-29,13.59
2025-05-30,13.38
2025-05-31,18.26
2025-06-01,20.48
2025-06-02,26.38
2025-06-03,28.36
2025-06-04,29.54
2025-06-05,32.4
2025-06-06,35.42
2025-06-07,38.41
2025-06-08,37.26
2025-06-09,37.43
2025-06-10,35.31
2025-06-11,35.99
2025-06-12,33.18
2025-06-13,29.71
2025-06-14,29.36
2025-06-15,25.1
2025-06-16,20.91
2025-06-17,19.86
2025-06-18,16.01
2025-06-19,13.25
2025-06-20,10.74
2025-06-21,15.0
2025-06-22,7.38
2025-06-23,6.94
2025-06-24,8.26
2025-06-25,6.66
2025-06-26,8.23
2025-06-27,10.55
2025-06-28,14.32
2025-06-29,15.12
2025-06-30,17.05
2025-07-01,26.9
2025-07-02,24.48
2025-07-03,29.84
2025-07-04,31.26
2025-07-05,31.97
2025-07-06,35.12
2025-07-07,36.56
2025-07-08,37.53
2025-07-09,35.29
2025-07-10,35.91
2025-07-11,34.99
2025-07-12,32.51
2025-07-13,36.55
2025-07-14,28.43
2025-07-15,26.7
2025-07-16,22.25
2025-07-17,18.42
2025-07-18,17.92
2025-07-19,11.92
2025-07-20,11.57
2025-07-21,9.71
2025-07-22,10.11
2025-07-23,8.21
2025-07-24,5.95
2025-07-25,6.85
2025-07-26,8.27
2025-07-27,10.22
2025-07-28,10.65
2025-07-29,15.6
2025-07-30,18.44
2025-07-31,26.12
2025-08-01,25.09
2025-08-02,28.73
2025-08-03,30.68
2025-08-04,33.18
2025-08-05,33.9
2025-08-06,35.79
2025-08-07,39.65
2025-08-08,37.24
2025-08-09,36.79
2025-08-10,35.13
2025-08-11,31.47
2025-08-12,30.49
2025-08-13,27.97
2025-08-14,24.82
2025-08-15,22.74
2025-08-16,19.55
2025-08-17,15.2
2025-08-18,14.96
2025-08-19,10.71
2025-08-20,9.04
2025-08-21,9.12
2025-08-22,8.47
2025-08-23,6.11
2025-08-24,5.46
2025-08-25,14.38
2025-08-26,9.23
2025-08-27,13.05
2025-08-28,15.55
2025-08-29,19.02
2025-08-30,21.8
2025-08-31,24.5
2025-09-01,27.87
2025-09-02,30.43
2025-09-03,33.73
2025-09-04,33.25
2025-09-05,34.75
2025-09-06,36.61
2025-09-07,37.52
2025-09-08,37.72
2025-09-09,36.83
2025-09-10,33.92
2025-09-11,30.88
2025-09-12,26.7
2025-09-13,25.35
2025-09-14,22.5
2025-09-15,20.13
2025-09-16,17.05
2025-09-17,12.49
2025-09-18,11.14
2025-09-19,15.87
2025-09-20,7.65
2025-09-21,5.79
2025-09-22,6.8
2025-09-23,8.23
2025-09-24,9.15
2025-09-25,12.4
2025-09-26,12.49
2025-09-27,16.88
2025-09-28,18.12
2025-09-29,22.38
2025-09-30,27.14
2025-10-01,28.09
2025-10-02,30.55
2025-10-03,34.08
2025-10-04,37.09
2025-10-05,37.33
2025-10-06,37.38
2025-10-07,37.34
2025-10-08,36.97
2025-10-09,33.47
2025-10-10,33.33
2025-10-11,33.86
2025-10-12,28.68
2025-10-13,28.07
2025-10-14,24.03
2025-10-15,18.73
2025-10-16,16.77
2025-10-17,13.35
2025-10-18,11.5
2025-10-19,10.34
2025-10-20,7.76
2025-10-21,6.94
2025-10-22,8.24
2025-10-23,8.86
2025-10-24,7.04
2025-10-25,10.98
2025-10-26,15.53
2025-10-27,14.65
2025-10-28,19.45
2025-10-29,21.84
2025-10-30,25.65
2025-10-31,30.27
2025-11-01,36.4
2025-11-02,32.62
2025-11-03,35.21
2025-11-04,36.25
2025-11-05,37.11
2025-11-06,37.01
2025-11-07,37.78
2025-11-08,36.1
2025-11-09,34.58
2025-11-10,30.77
2025-11-11,28.64
2025-11-12,29.54
2025-11-13,25.78
2025-11-14,20.95
2025-11-15,16.21
2025-11-16,14.59
2025-11-17,13.09
2025-11-18,8.69
2025-11-19,7.33
2025-11-20,6.91
2025-11-21,7.71
2025-11-22,7.75
2025-11-23,8.72
2025-11-24,10.93
2025-11-25,14.26
2025-11-26,16.63
2025-11-27,19.15
2025-11-28,23.66
2025-11-29,26.48
2025-11-30,26.8
2025-12-01,31.13
2025-12-02,34.08
2025-12-03,35.99
2025-12-04,37.11
2025-12-05,38.44
2025-12-06,39.63
2025-12-07,36.58
2025-12-08,34.07
2025-12-09,33.77
2025-12-10,32.85
2025-12-11,28.4
2025-12-12,26.23
2025-12-13,23.13
2025-12-14,18.68
2025-12-15,17.4
2025-12-16,15.0
2025-12-17,10.45
2025-12-18,9.69
2025-12-19,8.47
2025-12-20,7.13
2025-12-21,8.78
2025-12-22,7.97
2025-12-23,10.2
2025-12-24,12.73
2025-12-25,11.9
2025-12-26,16.6
2025-12-27,25.1
2025-12-28,21.45
2025-12-29,25.92
2025-12-30,29.62
2025-12-31,31.73
2026-01-01,34.22
2026-01-02,35.51
2026-01-03,38.43
2026-01-04,37.41
2026-01-05,38.76
2026-01-06,38.11
2026-01-07,35.97
2026-01-08,34.38
2026-01-09,33.0
2026-01-10,30.29
2026-01-11,25.24
2026-01-12,24.64
2026-01-13,19.93
2026-01-14,16.43
2026-01-15,14.13
2026-01-16,11.96
2026-01-17,10.68
2026-01-18,9.46
2026-01-19,9.47
2026-01-20,7.08
2026-01-21,8.3
2026-01-22,8.82
2026-01-23,11.61
2026-01-24,13.66
2026-01-25,16.62
2026-01-26,21.18
2026-01-27,23.02
2026-01-28,27.57
2026-01-29,28.79
2026-01-30,33.27
2026-01-31,33.93
2026-02-01,35.08
2026-02-02,37.52
2026-02-03,36.04
2026-02-04,36.37
2026-02-05,37.64
2026-02-06,35.37
2026-02-07,34.73
2026-02-08,31.79
2026-02-09,29.02
2026-02-10,25.38
2026-02-11,21.35
2026-02-12,20.49
2026-02-13,15.96
2026-02-14,14.34
2026-02-15,11.32
2026-02-16,10.23
2026-02-17,10.61
2026-02-18,7.98
2026-02-19,7.26
2026-02-20,9.26
2026-02-21,9.23
2026-02-22,11.41
2026-02-23,14.19
2026-02-24,16.64
2026-02-25,19.98
2026-02-26,22.97
2026-02-27,27.7
2026-02-28,29.28
2026-03-01,31.52
2026-03-02,35.33
2026-03-03,35.17
2026-03-04,39.13
2026-03-05,38.55
2026-03-06,38.22
2026-03-07,37.71
2026-03-08,36.13
2026-03-09,34.61
2026-03-10,33.0
2026-03-11,28.06
2026-03-12,25.59
2026-03-13,23.24
2026-03-14,20.67
2026-03-15,16.83
2026-03-16,13.83
2026-03-17,11.97
2026-03-18,9.61
2026-03-19,9.42
2026-03-20,9.51
2026-03-21,8.65
2026-03-22,9.11
2026-03-23,9.38
2026-03-24,11.32
2026-03-25,16.01
2026-03-26,16.85
2026-03-27,20.23
2026-03-28,24.81
2026-03-29,28.74
2026-03-30,29.09
2026-03-31,30.95
2026-04-01,36.23
2026-04-02,35.25
2026-04-03,35.98
2026-04-04,38.91
2026-04-05,39.32
2026-04-06,38.03
2026-04-07,35.31
2026-04-08,33.95
2026-04-09,31.69
2026-04-10,28.4
2026-04-11,25.88
2026-04-12,29.67
2026-04-13,19.98
2026-04-14,16.79
2026-04-15,14.07
2026-04-16,13.54
2026-04-17,11.33
2026-04-18,9.96
2026-04-19,7.35
2026-04-20,9.64
2026-04-21,10.24
2026-04-22,10.31
2026-04-23,13.45
2026-04-24,15.04
2026-04-25,18.54
2026-04-26,21.2
2026-04-27,24.79
2026-04-28,26.2
2026-04-29,30.67
2026-04-30,32.97
2026-05-01,33.89
2026-05-02,33.33
2026-05-03,37.69
2026-05-04,39.2
2026-05-05,38.63
2026-05-06,39.62
2026-05-07,35.83
2026-05-08,40.39
2026-05-09,32.01
2026-05-10,29.28
2026-05-11,26.25
2026-05-12,21.31
2026-05-13,21.63
2026-05-14,16.65
2026-05-15,14.71
2026-05-16,12.52
2026-05-17,10.57
2026-05-18,9.5
2026-05-19,9.79
2026-05-20,10.49
2026-05-21,9.64
2026-05-22,10.55
2026-05-23,12.27
2026-05-24,15.73
2026-05-25,18.99
2026-05-26,19.76
2026-05-27,24.23
2026-05-28,25.92
2026-05-29,31.95
2026-05-30,32.93
2026-05-31,36.14
2026-06-01,37.03
2026-06-02,35.55
2026-06-03,37.82
2026-06-04,37.48
2026-06-05,37.81
2026-06-06,37.89
2026-06-07,36.02
2026-06-08,33.25
2026-06-09,29.31
2026-06-10,26.79
2026-06-11,24.07
2026-06-12,20.18
2026-06-13,16.99
2026-06-14,15.15
2026-06-15,11.71
2026-06-16,10.76
2026-06-17,11.64
2026-06-18,8.85
2026-06-19,9.57
2026-06-20,10.55
2026-06-21,11.73
2026-06-22,13.9
2026-06-23,13.38
2026-06-24,17.43
2026-06-25,19.32
2026-06-26,23.71
2026-06-27,26.74
2026-06-28,30.68
2026-06-29,33.22
2026-06-30,34.53
2026-07-01,36.67
2026-07-02,38.21
2026-07-03,38.26
2026-07-04,39.58
2026-07-05,37.64
2026-07-06,37.31
2026-07-07,34.6
2026-07-08,32.46
2026-07-09,30.78
2026-07-10,25.52
2026-07-11,24.74
2026-07-12,20.01
2026-07-13,17.7
2026-07-14,16.7
2026-07-15,13.47
2026-07-16,10.97
2026-07-17,11.15
2026-07-18,9.06
2026-07-19,9.27
2026-07-20,10.93
2026-07-21,13.17
2026-07-22,12.57
2026-07-23,12.53
2026-07-24,16.63
2026-07-25,20.61
2026-07-26,23.98
2026-07-27,27.99
2026-07-28,30.62
2026-07-29,33.07
2026-07-30,36.53
2026-07-31,35.59
2026-08-01,39.62
2026-08-02,40.72
2026-08-03,39.91
2026-08-04,36.69
2026-08-05,37.69
2026-08-06,34.25
2026-08-07,33.77
2026-08-08,31.74
2026-08-09,27.87
2026-08-10,24.95
2026-08-11,19.18
2026-08-12,18.62
2026-08-13,14.02
2026-08-14,11.43
2026-08-15,10.16
2026-08-16,9.6
2026-08-17,9.51
2026-08-18,9.8
2026-08-19,9.73
2026-08-20,12.63
2026-08-21,13.35
2026-08-22,16.11
2026-08-23,17.94
2026-08-24,21.67
2026-08-25,25.48
2026-08-26,26.59
2026-08-27,29.58
2026-08-28,32.78
2026-08-29,34.91
2026-08-30,36.18
2026-08-31,39.43
2026-09-01,39.2
2026-09-02,39.32
2026-09-03,38.85
