arrival_date,modal_price
2025-07-08,62.72
2025-07-09,65.95
2025-07-10,67.4
2025-07-11,67.18
2025-07-12,67.31
2025-07-13,66.46
2025-07-14,61.27
2025-07-15,66.74
2025-07-16,58.67
2025-07-17,62.55
2025-07-18,70.07
2025-07-19,66.83
2025-07-20,61.61
2025-07-21,63.44
2025-07-22,58.5
2025-07-23,69.87
2025-07-24,61.49
2025-07-25,56.95
2025-07-26,58.26
2025-07-27,62.43
2025-07-28,56.83
2025-07-29,56.89
2025-07-30,59.04
2025-07-31,61.19
2025-08-01,59.13
2025-08-02,67.89
2025-08-03,63.3
2025-08-04,64.05
2025-08-05,65.4
2025-08-06,63.71
2025-08-07,63.48
2025-08-08,72.39
2025-08-09,65.34
2025-08-10,64.56
2025-08-11,62.88
2025-08-12,65.21
2025-08-13,60.95
2025-08-14,64.88
2025-08-15,70.11
2025-08-16,71.64
2025-08-17,65.65
2025-08-18,61.4
2025-08-19,64.53
2025-08-20,71.41
2025-08-21,71.52
2025-08-22,57.78
2025-08-23,71.55
2025-08-24,68.34
2025-08-25,73.78
2025-08-26,73.94
2025-08-27,70.53
2025-08-28,72.68
2025-08-29,68.11
2025-08-30,75.57
2025-08-31,77.22
2025-09-01,75.18
2025-09-02,75.39
2025-09-03,77.17
2025-09-04,76.77
2025-09-05,71.97
2025-09-06,76.97
2025-09-07,81.15
2025-09-08,76.62
2025-09-09,73.12
2025-09-10,79.74
2025-09-11,77.5
2025-09-12,78.3
2025-09-13,82.91
2025-09-14,78.42
2025-09-15,80.62
2025-09-16,76.32
2025-09-17,78.16
2025-09-18,76.22
2025-09-19,83.63
2025-09-20,79.0
2025-09-21,83.04
2025-09-22,77.18
2025-09-23,76.53
2025-09-24,76.28
2025-09-25,81.11
2025-09-26,82.51
2025-09-27,81.09
2025-09-28,81.58
2025-09-29,73.96
2025-09-30,82.66
2025-10-01,82.0
2025-10-02,83.57
2025-10-03,78.71
2025-10-04,81.94
2025-10-05,86.73
2025-10-06,82.78
2025-10-07,75.14
2025-10-08,78.02
2025-10-09,80.46
2025-10-10,79.69
2025-10-11,78.17
2025-10-12,78.32
2025-10-13,76.46
2025-10-14,81.04
2025-10-15,71.67
2025-10-16,78.43
2025-10-17,79.1
2025-10-18,75.7
2025-10-19,74.11
2025-10-20,75.22
2025-10-21,82.5
2025-10-22,82.69
2025-10-23,70.83
2025-10-24,74.01
2025-10-25,76.85
2025-10-26,73.35
2025-10-27,75.55
2025-10-28,81.49
2025-10-29,77.57
2025-10-30,73.35
2025-10-31,75.07
2025-11-01,73.96
2025-11-02,73.91
2025-11-03,71.38
2025-11-04,68.23
2025-11-05,68.42
2025-11-06,65.54
2025-11-07,72.18
2025-11-08,71.49
2025-11-09,65.5
2025-11-10,73.3
2025-11-11,71.71
2025-11-12,71.47
2025-11-13,69.9
2025-11-14,89.03
2025-11-15,66.75
2025-11-16,68.91
2025-11-17,69.31
2025-11-18,63.68
2025-11-19,60.99
2025-11-20,56.91
2025-11-21,63.15
2025-11-22,72.94
2025-11-23,60.97
2025-11-24,67.53
2025-11-25,55.97
2025-11-26,66.13
2025-11-27,69.16
2025-11-28,62.67
2025-11-29,67.24
2025-11-30,65.73
2025-12-01,66.32
2025-12-02,67.58
2025-12-03,70.32
2025-12-04,62.8
2025-12-05,68.21
2025-12-06,66.64
2025-12-07,80.86
2025-12-08,64.3
2025-12-09,64.92
2025-12-10,64.16
2025-12-11,70.5
2025-12-12,68.3
2025-12-13,76.26
2025-12-14,66.62
2025-12-15,65.6
2025-12-16,73.17
2025-12-17,65.3
2025-12-18,69.77
2025-12-19,72.29
2025-12-20,70.01
2025-12-21,74.94
2025-12-22,72.01
2025-12-23,67.23
2025-12-24,71.84
2025-12-25,70.27
2025-12-26,69.35
2025-12-27,74.49
2025-12-28,76.47
2025-12-29,76.74
2025-12-30,76.1
2025-12-31,73.4
2026-01-01,80.92
2026-01-02,78.46
2026-01-03,80.89
2026-01-04,75.76
2026-01-05,78.04
2026-01-06,78.44
2026-01-07,82.12
2026-01-08,72.84
2026-01-09,80.45
2026-01-10,76.45
2026-01-11,81.75
2026-01-12,79.5
2026-01-13,73.82
2026-01-14,83.21
2026-01-15,82.5
2026-01-16,98.67
2026-01-17,86.14
2026-01-18,86.26
2026-01-19,87.27
2026-01-20,82.12
2026-01-21,83.3
2026-01-22,85.21
2026-01-23,73.42
2026-01-24,80.99
2026-01-25,79.12
2026-01-26,75.61
2026-01-27,83.45
2026-01-28,81.02
2026-01-29,76.31
2026-01-30,85.42
2026-01-31,82.6
2026-02-01,87.21
2026-02-02,83.02
2026-02-03,76.63
2026-02-04,77.1
2026-02-05,83.68
2026-02-06,80.16
2026-02-07,73.93
2026-02-08,79.89
2026-02-09,85.12
2026-02-10,76.43
2026-02-11,79.73
2026-02-12,82.42
2026-02-13,82.73
2026-02-14,82.84
2026-02-15,80.96
2026-02-16,84.49
2026-02-17,77.89
2026-02-18,79.81
2026-02-19,78.46
2026-02-20,75.77
2026-02-21,80.07
2026-02-22,76.19
2026-02-23,74.96
2026-02-24,75.53
2026-02-25,71.52
2026-02-26,71.43
2026-02-27,90.32
2026-02-28,74.88
2026-03-01,78.27
2026-03-02,73.61
2026-03-03,72.01
2026-03-04,68.44
2026-03-05,72.94
2026-03-06,78.56
2026-03-07,78.37
2026-03-08,74.73
2026-03-09,70.57
2026-03-10,66.9
2026-03-11,69.2
2026-03-12,65.17
2026-03-13,74.82
2026-03-14,77.63
2026-03-15,73.65
2026-03-16,69.88
2026-03-17,66.39
2026-03-18,70.09
2026-03-19,73.09
2026-03-20,64.82
2026-03-21,66.99
2026-03-22,67.83
2026-03-23,70.51
2026-03-24,72.96
2026-03-25,71.44
2026-03-26,74.32
2026-03-27,65.58
2026-03-28,72.85
2026-03-29,69.1
2026-03-30,66.47
2026-03-31,69.0
2026-04-01,66.49
2026-04-02,69.22
2026-04-03,65.3
2026-04-04,64.63
2026-04-05,70.2
2026-04-06,74.11
2026-04-07,69.61
2026-04-08,68.97
2026-04-09,67.53
2026-04-10,76.53
2026-04-11,70.57
2026-04-12,72.6
2026-04-13,68.49
2026-04-14,68.81
2026-04-15,66.59
2026-04-16,78.05
2026-04-17,69.62
2026-04-18,70.74
2026-04-19,69.14
2026-04-20,70.39
2026-04-21,67.43
2026-04-22,76.92
2026-04-23,70.79
2026-04-24,72.62
2026-04-25,78.72
2026-04-26,73.96
2026-04-27,79.13
2026-04-28,78.55
2026-04-29,73.76
2026-04-30,81.17
2026-05-01,79.72
2026-05-02,79.38
2026-05-03,78.91
2026-05-04,84.13
2026-05-05,73.44
2026-05-06,80.17
2026-05-07,77.62
2026-05-08,79.26
2026-05-09,77.85
2026-05-10,83.9
2026-05-11,79.78
2026-05-12,81.62
2026-05-13,84.86
2026-05-14,87.86
2026-05-15,82.89
2026-05-16,82.36
2026-05-17,85.36
2026-05-18,87.7
2026-05-19,84.58
2026-05-20,78.94
2026-05-21,84.27
2026-05-22,82.94
2026-05-23,85.81
2026-05-24,85.74
2026-05-25,86.88
2026-05-26,84.63
2026-05-27,84.72
2026-05-28,80.28
2026-05-29,81.15
2026-05-30,82.44
2026-05-31,81.7
2026-06-01,82.9
2026-06-02,85.0
2026-06-03,83.02
2026-06-04,86.36
2026-06-05,84.62
2026-06-06,83.08
2026-06-07,92.18
2026-06-08,86.96
2026-06-09,87.95
2026-06-10,85.08
2026-06-11,80.49
2026-06-12,88.58
2026-06-13,81.0
2026-06-14,84.65
2026-06-15,79.76
2026-06-16,99.41
2026-06-17,77.84
2026-06-18,83.14
2026-06-19,88.12
2026-06-20,80.57
2026-06-21,87.0
2026-06-22,76.28
2026-06-23,79.72
2026-06-24,77.53
2026-06-25,75.21
2026-06-26,78.33
2026-06-27,79.59
2026-06-28,79.21
2026-06-29,75.44
2026-06-30,77.98
2026-07-01,70.32
2026-07-02,68.9
2026-07-03,79.98
2026-07-04,82.0
2026-07-05,74.42
2026-07-06,76.34
2026-07-07,77.85
2026-07-08,73.68
2026-07-09,74.47
2026-07-10,65.85
2026-07-11,74.53
2026-07-12,73.2
2026-07-13,74.23
2026-07-14,89.69
2026-07-15,69.38
2026-07-16,69.11
2026-07-17,71.31
2026-07-18,71.79
2026-07-19,74.61
2026-07-20,70.76
2026-07-21,76.7
2026-07-22,66.75
2026-07-23,70.22
2026-07-24,68.53
2026-07-25,70.06
2026-07-26,67.36
2026-07-27,73.16
2026-07-28,69.84
2026-07-29,71.85
2026-07-30,74.86
2026-07-31,77.8
2026-08-01,75.19
2026-08-02,69.57
2026-08-03,83.63
2026-08-04,73.13
2026-08-05,74.77
2026-08-06,70.28
2026-08-07,73.63
2026-08-08,77.8
2026-08-09,72.8
2026-08-10,70.92
2026-08-11,77.58
2026-08-12,70.59
2026-08-13,74.73
2026-08-14,69.78
2026-08-15,74.27
2026-08-16,77.73
2026-08-17,74.31
2026-08-18,90.78
2026-08-19,82.94
2026-08-20,90.65
2026-08-21,76.67
2026-08-22,78.31
2026-08-23,81.6
2026-08-24,78.11
2026-08-25,78.39
2026-08-26,81.81
2026-08-27,81.05
2026-08-28,75.32
2026-08-29,79.8
2026-08-30,74.43
2026-08-31,83.64
2026-09-01,80.64
2026-09-02,80.5
2026-09-03,88.68
