arrival_date,modal_price
2026-01-13,22.35
2026-01-14,24.98
2026-01-15,25.12
2026-01-16,27.38
2026-01-17,27.78
2026-01-18,30.05
2026-01-19,29.63
2026-01-20,31.36
2026-01-21,33.62
2026-01-22,33.96
2026-01-23,35.95
2026-01-24,31.79
2026-01-25,33.75
2026-01-26,31.53
2026-01-27,30.92
2026-01-28,29.28
2026-01-29,29.32
2026-01-30,27.47
2026-01-31,27.7
2026-02-01,24.37
2026-02-02,23.04
2026-02-03,20.34
2026-02-04,19.67
2026-02-05,18.48
2026-02-06,17.0
2026-02-07,14.77
2026-02-08,13.84
2026-02-09,13.57
2026-02-10,11.53
2026-02-11,10.89
2026-02-12,10.13
2026-02-13,8.09
2026-02-14,9.59
2026-02-15,9.86
2026-02-16,7.91
2026-02-17,8.96
2026-02-18,11.01
2026-02-19,12.3
2026-02-20,11.35
2026-02-21,13.42
2026-02-22,13.92
2026-02-23,15.73
2026-02-24,16.9
2026-02-25,21.37
2026-02-26,19.87
2026-02-27,21.13
2026-02-28,23.6
2026-03-01,24.98
2026-03-02,27.8
2026-03-03,29.34
2026-03-04,28.98
2026-03-05,31.85
2026-03-06,30.97
2026-03-07,34.74
2026-03-08,33.06
2026-03-09,32.3
2026-03-10,33.43
2026-03-11,32.46
2026-03-12,33.04
2026-03-13,31.19
2026-03-14,30.47
2026-03-15,29.14
2026-03-16,28.75
2026-03-17,26.71
2026-03-18,24.33
2026-03-19,23.7
2026-03-20,22.54
2026-03-21,21.15
2026-03-22,18.85
2026-03-23,16.8
2026-03-24,16.03
2026-03-25,13.74
2026-03-26,13.57
2026-03-27,11.5
2026-03-28,11.31
2026-03-29,9.31
2026-03-30,7.89
2026-03-31,8.56
2026-04-01,10.0
2026-04-02,10.16
2026-04-03,8.43
2026-04-04,11.11
2026-04-05,11.33
2026-04-06,12.75
2026-04-07,13.91
2026-04-08,14.58
2026-04-09,16.28
2026-04-10,16.7
2026-04-11,20.45
2026-04-12,20.48
2026-04-13,22.46
2026-04-14,24.27
2026-04-15,27.44
2026-04-16,27.86
2026-04-17,31.02
2026-04-18,29.95
2026-04-19,30.81
2026-04-20,33.96
2026-04-21,32.13
2026-04-22,32.73
2026-04-23,33.32
2026-04-24,34.15
2026-04-25,32.79
2026-04-26,31.25
2026-04-27,32.25
2026-04-28,29.37
2026-04-29,31.22
2026-04-30,28.18
2026-05-01,26.18
2026-05-02,25.44
2026-05-03,24.33
2026-05-04,22.76
2026-05-05,21.13
2026-05-06,17.03
2026-05-07,17.71
2026-05-08,15.96
2026-05-09,13.47
2026-05-10,12.45
2026-05-11,12.15
2026-05-12,10.77
2026-05-13,14.23
2026-05-14,8.74
2026-05-15,8.92
2026-05-16,9.92
2026-05-17,10.4
2026-05-18,9.92
2026-05-19,10.43
2026-05-20,11.68
2026-05-21,12.76
2026-05-22,12.79
2026-05-23,13.93
2026-05-24,16.66
2026-05-25,20.51
2026-05-26,21.48
2026-05-27,21.36
2026-05-28,22.32
2026-05-29,25.5
2026-05-30,24.78
2026-05-31,27.56
2026-06-01,30.57
2026-06-02,29.53
2026-06-03,31.48
2026-06-04,32.3
2026-06-05,32.34
2026-06-06,33.64
2026-06-07,34.9
2026-06-08,34.0
2026-06-09,34.8
2026-06-10,31.64
2026-06-11,33.47
2026-06-12,32.12
2026-06-13,30.17
2026-06-14,28.17
2026-06-15,26.19
2026-06-16,23.62
2026-06-17,23.95
2026-06-18,23.27
2026-06-19,20.84
2026-06-20,19.02
2026-06-21,17.27
2026-06-22,16.79
2026-06-23,14.2
2026-06-24,11.86
2026-06-25,9.9
2026-06-26,11.14
2026-06-27,10.61
2026-06-28,9.29
2026-06-29,8.01
2026-06-30,9.32
2026-07-01,8.86
2026-07-02,10.18
2026-07-03,10.41
2026-07-04,12.36
2026-07-05,14.59
2026-07-06,13.84
2026-07-07,14.52
2026-07-08,16.86
2026-07-09,18.26
2026-07-10,19.56
2026-07-11,21.73
2026-07-12,24.09
2026-07-13,25.26
2026-07-14,26.08
2026-07-15,26.82
2026-07-16,31.25
2026-07-17,29.37
2026-07-18,31.11
2026-07-19,33.08
2026-07-20,33.34
2026-07-21,32.97
2026-07-22,33.56
2026-07-23,34.56
2026-07-24,33.91
2026-07-25,32.58
2026-07-26,31.3
2026-07-27,32.04
2026-07-28,35.36
2026-07-29,29.22
2026-07-30,27.35
2026-07-31,24.99
2026-08-01,23.17
2026-08-02,23.47
2026-08-03,21.33
2026-08-04,17.75
2026-08-05,16.68
2026-08-06,15.67
2026-08-07,15.28
2026-08-08,14.12
2026-08-09,13.52
2026-08-10,11.18
2026-08-11,9.62
2026-08-12,10.38
2026-08-13,8.9
2026-08-14,10.06
2026-08-15,9.1
2026-08-16,10.96
2026-08-17,9.45
2026-08-18,11.74
2026-08-19,13.42
2026-08-20,12.13
2026-08-21,15.56
2026-08-22,19.24
2026-08-23,19.8
2026-08-24,20.75
2026-08-25,20.65
2026-08-26,23.18
2026-08-27,25.9
2026-08-28,27.08
2026-08-29,27.42
2026-08-30,28.71
2026-08-31,30.11
2026-09-01,32.96
2026-09-02,31.46
2026-09-03,32.59
