arrival_date,modal_price
2025-01-16,22.84
2025-01-17,21.27
2025-01-18,24.23
2025-01-19,22.12
2025-01-20,22.08
2025-01-21,21.7
2025-01-22,23.28
2025-01-23,21.27
2025-01-24,21.16
2025-01-25,19.87
2025-01-26,21.41
2025-01-27,19.58
2025-01-28,21.31
2025-01-29,22.33
2025-01-30,20.79
2025-01-31,19.69
2025-02-01,21.12
2025-02-02,19.14
2025-02-03,19.68
2025-02-04,18.2
2025-02-05,20.66
2025-02-06,21.29
2025-02-07,20.32
2025-02-08,19.71
2025-02-09,21.43
2025-02-10,18.96
2025-02-11,20.11
2025-02-12,19.58
2025-02-13,20.85
2025-02-14,21.31
2025-02-15,20.07
2025-02-16,21.37
2025-02-17,19.5
2025-02-18,21.22
2025-02-19,22.78
2025-02-20,22.95
2025-02-21,21.48
2025-02-22,21.91
2025-02-23,22.03
2025-02-24,19.96
2025-02-25,21.58
2025-02-26,22.23
2025-02-27,22.53
2025-02-28,22.49
2025-03-01,28.38
2025-03-02,21.35
2025-03-03,23.45
2025-03-04,23.39
2025-03-05,24.66
2025-03-06,23.96
2025-03-07,24.89
2025-03-08,25.33
2025-03-09,23.97
2025-03-10,23.76
2025-03-11,23.62
2025-03-12,25.63
2025-03-13,24.41
2025-03-14,26.71
2025-03-15,26.99
2025-03-16,26.56
2025-03-17,25.96
2025-03-18,25.93
2025-03-19,25.68
2025-03-20,26.76
2025-03-21,25.77
2025-03-22,26.42
2025-03-23,26.36
2025-03-24,27.57
2025-03-25,26.12
2025-03-26,27.58
2025-03-27,25.83
2025-03-28,26.87
2025-03-29,26.44
2025-03-30,26.02
2025-03-31,23.29
2025-04-01,26.12
2025-04-02,25.77
2025-04-03,28.0
2025-04-04,24.56
2025-04-05,25.46
2025-04-06,27.35
2025-04-07,25.69
2025-04-08,25.67
2025-04-09,24.5
2025-04-10,24.06
2025-04-11,26.89
2025-04-12,25.99
2025-04-13,23.35
2025-04-14,23.51
2025-04-15,24.36
2025-04-16,23.89
2025-04-17,23.8
2025-04-18,22.47
2025-04-19,22.8
2025-04-20,24.7
2025-04-21,23.87
2025-04-22,20.73
2025-04-23,20.06
2025-04-24,22.72
2025-04-25,22.08
2025-04-26,20.61
2025-04-27,20.79
2025-04-28,20.32
2025-04-29,21.28
2025-04-30,22.58
2025-05-01,20.14
2025-05-02,22.72
2025-05-03,26.32
2025-05-04,20.9
2025-05-05,20.44
2025-05-06,19.06
2025-05-07,20.43
2025-05-08,19.89
2025-05-09,20.75
2025-05-10,20.31
2025-05-11,20.92
2025-05-12,20.76
2025-05-13,18.76
2025-05-14,19.96
2025-05-15,21.33
2025-05-16,24.06
2025-05-17,21.09
2025-05-18,20.08
2025-05-19,20.69
2025-05-20,20.88
2025-05-21,22.27
2025-05-22,19.97
2025-05-23,21.95
2025-05-24,21.13
2025-05-25,21.5
2025-05-26,21.91
2025-05-27,19.87
2025-05-28,22.18
2025-05-29,21.71
2025-05-30,23.5
2025-05-31,22.16
2025-06-01,23.2
2025-06-02,22.24
2025-06-03,25.36
2025-06-04,23.35
2025-06-05,25.2
2025-06-06,26.67
2025-06-07,23.54
2025-06-08,25.74
2025-06-09,25.43
2025-06-10,25.38
2025-06-11,26.54
2025-06-12,28.04
2025-06-13,26.74
2025-06-14,25.08
2025-06-15,27.13
2025-06-16,24.41
2025-06-17,26.47
2025-06-18,26.59
2025-06-19,27.07
2025-06-20,26.59
2025-06-21,26.75
2025-06-22,25.74
2025-06-23,26.96
2025-06-24,27.79
2025-06-25,32.48
2025-06-26,27.98
2025-06-27,28.76
2025-06-28,29.57
2025-06-29,27.64
2025-06-30,25.67
2025-07-01,27.27
2025-07-02,27.71
2025-07-03,28.72
2025-07-04,24.07
2025-07-05,27.07
2025-07-06,25.46
2025-07-07,24.84
2025-07-08,24.35
2025-07-09,25.29
2025-07-10,25.36
2025-07-11,25.09
2025-07-12,25.5
2025-07-13,25.98
2025-07-14,23.71
2025-07-15,22.45
2025-07-16,24.46
2025-07-17,23.14
2025-07-18,23.6
2025-07-19,22.42
2025-07-20,24.87
2025-07-21,22.65
2025-07-22,22.95
2025-07-23,22.96
2025-07-24,20.95
2025-07-25,22.52
2025-07-26,22.73
2025-07-27,23.27
2025-07-28,27.15
2025-07-29,23.99
2025-07-30,22.03
2025-07-31,21.54
2025-08-01,21.84
2025-08-02,20.68
2025-08-03,21.36
2025-08-04,20.34
2025-08-05,21.52
2025-08-06,20.96
2025-08-07,20.01
2025-08-08,20.03
2025-08-09,18.66
2025-08-10,20.87
2025-08-11,20.67
2025-08-12,20.38
2025-08-13,22.18
2025-08-14,23.61
2025-08-15,21.32
2025-08-16,23.82
2025-08-17,21.06
2025-08-18,22.06
2025-08-19,22.47
2025-08-20,20.76
2025-08-21,23.87
2025-08-22,21.56
2025-08-23,21.27
2025-08-24,22.9
2025-08-25,24.84
2025-08-26,21.61
2025-08-27,25.5
2025-08-28,23.03
2025-08-29,25.59
2025-08-30,24.72
2025-08-31,22.13
2025-09-01,25.24
2025-09-02,25.21
2025-09-03,26.53
2025-09-04,24.38
2025-09-05,29.77
2025-09-06,25.41
2025-09-07,26.03
2025-09-08,26.84
2025-09-09,26.91
2025-09-10,25.76
2025-09-11,25.7
2025-09-12,27.42
2025-09-13,26.39
2025-09-14,26.89
2025-09-15,27.61
2025-09-16,26.94
2025-09-17,29.95
2025-09-18,27.54
2025-09-19,26.67
2025-09-20,27.27
2025-09-21,27.84
2025-09-22,27.53
2025-09-23,27.72
2025-09-24,24.83
2025-09-25,26.33
2025-09-26,27.44
2025-09-27,27.01
2025-09-28,25.52
2025-09-29,29.02
2025-09-30,26.52
2025-10-01,25.85
2025-10-02,27.77
2025-10-03,24.96
2025-10-04,23.99
2025-10-05,25.66
2025-10-06,27.99
2025-10-07,24.52
2025-10-08,26.08
2025-10-09,24.35
2025-10-10,27.33
2025-10-11,25.18
2025-10-12,24.05
2025-10-13,29.84
2025-10-14,24.88
2025-10-15,25.9
2025-10-16,23.11
2025-10-17,23.81
2025-10-18,23.2
2025-10-19,21.76
2025-10-20,23.66
2025-10-21,23.24
2025-10-22,23.48
2025-10-23,23.38
2025-10-24,23.56
2025-10-25,22.35
2025-10-26,23.99
2025-10-27,22.95
2025-10-28,21.02
2025-10-29,24.32
2025-10-30,20.7
2025-10-31,21.35
2025-11-01,23.16
2025-11-02,22.14
2025-11-03,22.28
2025-11-04,22.49
2025-11-05,25.04
2025-11-06,21.12
2025-11-07,20.19
2025-11-08,23.54
2025-11-09,21.15
2025-11-10,23.98
2025-11-11,23.66
2025-11-12,23.48
2025-11-13,22.14
2025-11-14,21.37
2025-11-15,23.15
2025-11-16,21.77
2025-11-17,21.64
2025-11-18,23.68
2025-11-19,23.47
2025-11-20,23.97
2025-11-21,22.35
2025-11-22,23.88
2025-11-23,24.11
2025-11-24,24.31
2025-11-25,24.11
2025-11-26,23.25
2025-11-27,23.81
2025-11-28,24.44
2025-11-29,25.87
2025-11-30,25.16
2025-12-01,25.68
2025-12-02,25.96
2025-12-03,26.75
2025-12-04,25.76
2025-12-05,26.11
2025-12-06,26.68
2025-12-07,27.54
2025-12-08,25.4
2025-12-09,26.9
2025-12-10,32.55
2025-12-11,29.76
2025-12-12,24.71
2025-12-13,26.2
2025-12-14,26.82
2025-12-15,27.14
2025-12-16,28.89
2025-12-17,27.45
2025-12-18,29.67
2025-12-19,28.74
2025-12-20,27.96
2025-12-21,28.7
2025-12-22,26.43
2025-12-23,26.83
2025-12-24,30.33
2025-12-25,28.76
2025-12-26,27.82
2025-12-27,28.68
2025-12-28,27.01
2025-12-29,27.79
2025-12-30,27.11
2025-12-31,27.11
2026-01-01,26.15
2026-01-02,24.7
2026-01-03,27.27
2026-01-04,26.06
2026-01-05,26.33
2026-01-06,24.67
2026-01-07,26.45
2026-01-08,26.46
2026-01-09,25.25
2026-01-10,25.77
2026-01-11,25.5
2026-01-12,23.1
2026-01-13,24.85
2026-01-14,25.33
2026-01-15,24.14
2026-01-16,24.82
2026-01-17,24.18
2026-01-18,24.56
2026-01-19,22.3
2026-01-20,22.42
2026-01-21,23.79
2026-01-22,21.89
2026-01-23,24.02
2026-01-24,22.09
2026-01-25,22.74
2026-01-26,20.03
2026-01-27,21.13
2026-01-28,23.85
2026-01-29,22.91
2026-01-30,22.16
2026-01-31,25.34
2026-02-01,25.6
2026-02-02,24.24
2026-02-03,21.61
2026-02-04,22.6
2026-02-05,22.25
2026-02-06,21.53
2026-02-07,24.53
2026-02-08,23.84
2026-02-09,19.74
2026-02-10,20.6
2026-02-11,23.57
2026-02-12,23.82
2026-02-13,23.95
2026-02-14,21.45
2026-02-15,26.03
2026-02-16,24.4
2026-02-17,21.81
2026-02-18,23.54
2026-02-19,24.95
2026-02-20,21.63
2026-02-21,26.19
2026-02-22,25.6
2026-02-23,31.13
2026-02-24,25.33
2026-02-25,23.88
2026-02-26,26.27
2026-02-27,26.57
2026-02-28,25.27
2026-03-01,27.25
2026-03-02,25.71
2026-03-03,32.5
2026-03-04,27.41
2026-03-05,26.48
2026-03-06,25.81
2026-03-07,27.77
2026-03-08,29.85
2026-03-09,27.73
2026-03-10,27.56
2026-03-11,27.07
2026-03-12,26.88
2026-03-13,27.1
2026-03-14,28.51
2026-03-15,27.98
2026-03-16,27.45
2026-03-17,27.87
2026-03-18,27.21
2026-03-19,29.25
2026-03-20,30.9
2026-03-21,28.11
2026-03-22,28.06
2026-03-23,28.87
2026-03-24,27.5
2026-03-25,26.95
2026-03-26,29.28
2026-03-27,29.15
2026-03-28,34.12
2026-03-29,29.18
2026-03-30,27.79
2026-03-31,27.31
2026-04-01,27.44
2026-04-02,26.27
2026-04-03,26.87
2026-04-04,28.49
2026-04-05,26.81
2026-04-06,26.41
2026-04-07,26.26
2026-04-08,28.42
2026-04-09,25.41
2026-04-10,25.78
2026-04-11,24.55
2026-04-12,26.54
2026-04-13,26.67
2026-04-14,25.5
2026-04-15,23.33
2026-04-16,24.14
2026-04-17,24.89
2026-04-18,25.79
2026-04-19,25.34
2026-04-20,24.15
2026-04-21,22.09
2026-04-22,24.06
2026-04-23,24.86
2026-04-24,22.08
2026-04-25,23.86
2026-04-26,24.29
2026-04-27,21.59
2026-04-28,22.83
2026-04-29,21.77
2026-04-30,23.5
2026-05-01,22.77
2026-05-02,21.7
2026-05-03,24.15
2026-05-04,23.79
2026-05-05,23.98
2026-05-06,22.64
2026-05-07,24.14
2026-05-08,22.3
2026-05-09,23.85
2026-05-10,22.93
2026-05-11,24.3
2026-05-12,23.92
2026-05-13,22.4
2026-05-14,30.63
2026-05-15,24.39
2026-05-16,23.75
2026-05-17,24.86
2026-05-18,24.16
2026-05-19,24.64
2026-05-20,24.35
2026-05-21,26.33
2026-05-22,24.04
2026-05-23,26.5
2026-05-24,24.21
2026-05-25,25.82
2026-05-26,26.09
2026-05-27,25.87
2026-05-28,26.27
2026-05-29,26.13
2026-05-30,27.79
2026-05-31,25.42
2026-06-01,26.76
2026-06-02,26.42
2026-06-03,27.43
2026-06-04,25.88
2026-06-05,27.76
2026-06-06,28.62
2026-06-07,27.81
2026-06-08,27.35
2026-06-09,28.46
2026-06-10,28.58
2026-06-11,34.91
2026-06-12,29.69
2026-06-13,28.93
2026-06-14,28.13
2026-06-15,30.61
2026-06-16,28.7
2026-06-17,31.36
2026-06-18,29.37
2026-06-19,30.09
2026-06-20,29.13
2026-06-21,29.35
2026-06-22,28.78
2026-06-23,29.17
2026-06-24,28.85
2026-06-25,29.59
2026-06-26,30.21
2026-06-27,27.77
2026-06-28,28.97
2026-06-29,27.75
2026-06-30,26.81
2026-07-01,29.4
2026-07-02,29.28
2026-07-03,26.92
2026-07-04,25.02
2026-07-05,27.84
2026-07-06,27.86
2026-07-07,28.98
2026-07-08,27.53
2026-07-09,25.64
2026-07-10,33.14
2026-07-11,26.45
2026-07-12,26.53
2026-07-13,27.61
2026-07-14,26.34
2026-07-15,26.29
2026-07-16,32.21
2026-07-17,25.93
2026-07-18,26.01
2026-07-19,24.93
2026-07-20,23.36
2026-07-21,23.64
2026-07-22,24.96
2026-07-23,24.76
2026-07-24,23.29
2026-07-25,24.15
2026-07-26,21.79
2026-07-27,23.78
2026-07-28,22.87
2026-07-29,25.23
2026-07-30,24.85
2026-07-31,22.23
2026-08-01,22.17
2026-08-02,23.55
2026-08-03,24.06
2026-08-04,23.88
2026-08-05,22.74
2026-08-06,25.6
2026-08-07,25.59
2026-08-08,24.92
2026-08-09,21.81
2026-08-10,23.48
2026-08-11,23.75
2026-08-12,25.1
2026-08-13,27.06
2026-08-14,25.22
2026-08-15,23.61
2026-08-16,26.68
2026-08-17,25.42
2026-08-18,25.69
2026-08-19,24.14
2026-08-20,25.69
2026-08-21,27.82
2026-08-22,25.67
2026-08-23,26.33
2026-08-24,26.63
2026-08-25,26.3
2026-08-26,25.1
2026-08-27,26.64
2026-08-28,26.74
2026-08-29,28.36
2026-08-30,27.29
2026-08-31,28.96
2026-09-01,27.74
2026-09-02,27.73
2026-09-03,28.26
