arrival_date,modal_price
2026-01-17,48.39
2026-01-18,66.2
2026-01-19,49.16
2026-01-20,63.03
2026-01-21,48.82
2026-01-22,49.52
2026-01-23,47.96
2026-01-24,54.32
2026-01-25,51.33
2026-01-26,55.93
2026-01-27,51.38
2026-01-28,44.45
2026-01-29,48.28
2026-01-30,47.47
2026-01-31,48.09
2026-02-01,47.97
2026-02-02,49.36
2026-02-03,48.87
2026-02-04,47.75
2026-02-05,44.97
2026-02-06,47.26
2026-02-07,45.2
2026-02-08,49.35
2026-02-09,48.26
2026-02-10,47.82
2026-02-11,48.14
2026-02-12,49.31
2026-02-13,44.01
2026-02-14,46.78
2026-02-15,45.37
2026-02-16,49.91
2026-02-17,47.99
2026-02-18,49.12
2026-02-19,48.44
2026-02-20,52.49
2026-02-21,51.63
2026-02-22,49.68
2026-02-23,48.84
2026-02-24,61.96
2026-02-25,53.03
2026-02-26,56.67
2026-02-27,55.08
2026-02-28,53.91
2026-03-01,58.82
2026-03-02,54.58
2026-03-03,51.53
2026-03-04,53.78
2026-03-05,52.93
2026-03-06,54.04
2026-03-07,54.65
2026-03-08,57.99
2026-03-09,57.57
2026-03-10,59.31
2026-03-11,60.56
2026-03-12,56.4
2026-03-13,53.6
2026-03-14,59.08
2026-03-15,55.03
2026-03-16,56.6
2026-03-17,55.62
2026-03-18,58.3
2026-03-19,56.53
2026-03-20,57.27
2026-03-21,56.38
2026-03-22,55.9
2026-03-23,58.59
2026-03-24,66.67
2026-03-25,60.12
2026-03-26,55.13
2026-03-27,56.77
2026-03-28,55.83
2026-03-29,56.16
2026-03-30,56.51
2026-03-31,56.61
2026-04-01,64.84
2026-04-02,54.83
2026-04-03,55.36
2026-04-04,57.8
2026-04-05,57.22
2026-04-06,51.64
2026-04-07,52.22
2026-04-08,57.02
2026-04-09,51.78
2026-04-10,52.64
2026-04-11,52.11
2026-04-12,54.95
2026-04-13,48.75
2026-04-14,50.76
2026-04-15,48.33
2026-04-16,49.48
2026-04-17,49.91
2026-04-18,51.06
2026-04-19,47.65
2026-04-20,54.98
2026-04-21,49.41
2026-04-22,45.78
2026-04-23,49.07
2026-04-24,47.12
2026-04-25,51.84
2026-04-26,48.35
2026-04-27,48.95
2026-04-28,47.97
2026-04-29,46.59
2026-04-30,44.61
2026-05-01,44.41
2026-05-02,44.79
2026-05-03,46.19
2026-05-04,50.64
2026-05-05,49.94
2026-05-06,49.95
2026-05-07,50.19
2026-05-08,48.82
2026-05-09,45.86
2026-05-10,48.8
2026-05-11,44.69
2026-05-12,49.64
2026-05-13,53.04
2026-05-14,51.54
2026-05-15,49.0
2026-05-16,48.42
2026-05-17,54.64
2026-05-18,49.94
2026-05-19,49.24
2026-05-20,52.4
2026-05-21,52.66
2026-05-22,52.34
2026-05-23,50.29
2026-05-24,51.44
2026-05-25,52.7
2026-05-26,50.47
2026-05-27,54.44
2026-05-28,52.63
2026-05-29,51.88
2026-05-30,55.4
2026-05-31,57.82
2026-06-01,52.86
2026-06-02,56.64
2026-06-03,57.51
2026-06-04,54.41
2026-06-05,56.75
2026-06-06,56.41
2026-06-07,60.71
2026-06-08,57.59
2026-06-09,59.88
2026-06-10,58.85
2026-06-11,56.59
2026-06-12,56.47
2026-06-13,60.27
2026-06-14,58.73
2026-06-15,60.82
2026-06-16,54.07
2026-06-17,61.9
2026-06-18,57.5
2026-06-19,57.33
2026-06-20,56.81
2026-06-21,60.56
2026-06-22,56.76
2026-06-23,58.06
2026-06-24,57.5
2026-06-25,57.99
2026-06-26,52.28
2026-06-27,60.48
2026-06-28,57.93
2026-06-29,55.5
2026-06-30,59.31
2026-07-01,67.56
2026-07-02,53.13
2026-07-03,56.87
2026-07-04,57.59
2026-07-05,54.88
2026-07-06,53.58
2026-07-07,58.16
2026-07-08,53.9
2026-07-09,54.01
2026-07-10,52.26
2026-07-11,50.14
2026-07-12,52.39
2026-07-13,58.66
2026-07-14,61.17
2026-07-15,49.22
2026-07-16,51.09
2026-07-17,50.8
2026-07-18,54.08
2026-07-19,50.04
2026-07-20,53.6
2026-07-21,50.12
2026-07-22,54.44
2026-07-23,48.89
2026-07-24,50.08
2026-07-25,50.58
2026-07-26,47.06
2026-07-27,49.87
2026-07-28,46.87
2026-07-29,46.3
2026-07-30,49.34
2026-07-31,50.32
2026-08-01,47.8
2026-08-02,49.05
2026-08-03,51.62
2026-08-04,47.44
2026-08-05,50.93
2026-08-06,48.91
2026-08-07,49.83
2026-08-08,57.64
2026-08-09,48.98
2026-08-10,47.59
2026-08-11,48.96
2026-08-12,53.51
2026-08-13,52.16
2026-08-14,51.2
2026-08-15,48.16
2026-08-16,49.32
2026-08-17,52.26
2026-08-18,49.7
2026-08-19,54.12
2026-08-20,54.69
2026-08-21,50.56
2026-08-22,55.84
2026-08-23,53.33
2026-08-24,55.71
2026-08-25,52.81
2026-08-26,55.39
2026-08-27,55.31
2026-08-28,57.46
2026-08-29,65.07
2026-08-30,57.48
2026-08-31,54.37
2026-09-01,54.77
2026-09-02,59.9
2026-09-03,57.42
